alias_id,variant_id,old_variant_id,historical_product_title,historical_variant_title,historical_sku,match_method,is_current_id,source,notes
204,42913415561291,41318387220555,Bota Box Redvolution,3L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
205,41156899602507,41156899602507,Bota Box Riesling,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
206,42913415528523,41156899668043,Bota Box Sauvignon Blanc,3L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
207,42913415528523,41318387187787,Bota Box Sauvignon Blanc,3L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
208,42913415528523,42913415528523,Bota Box Sauvignon Blanc,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
209,41156899635275,41156899635275,Bota Box Sauvignon Blanc,500ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
210,41156899733579,41156899733579,Bread & Butter Chardonnay,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
211,41156899766347,41156899766347,Bread & Butter Merlot,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
212,41156899799115,41156899799115,Bread & Butter Pinot Noir,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
213,41156899831883,41156899831883,Breckenridge Distillery Gin,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
214,41156899864651,41156899864651,Breckenridge Distillery Imperial Stout Cask Finish,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
215,41156899962955,41156899962955,Buena Vista Cabernet Sauvignon Napa Valley,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
216,41156899995723,41156899995723,Butternut Chardonnay,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
217,41156900028491,41156900028491,Butternut Pinot Noir,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
218,41156900061259,41156900061259,Canard-Duchene Brut,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
219,41156900094027,41156900094027,Cannonball Cabernet Sauvignon California,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
220,41156900159563,41156900159563,Caparzo Rosso di Montalcino,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
221,41156900192331,41156900192331,Caparzo Toscana Sangiovese,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
222,41156900225099,41156900225099,Carpineto Brunello di Montalcino,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
223,41156900257867,41156900257867,Carpineto Toscana Dogajolo Rosso,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
224,41156900323403,41156900323403,Casa Azul Organic Reposado Tequila,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
225,42913415495755,41318386827339,Cavit Pinot Grigio,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
226,41156900388939,41156900388939,Cavit Pinot Grigio,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
227,42913415495755,41156900421707,Cavit Pinot Grigio delle Venezie DOC,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
228,42913415495755,41318386827339,Cavit Pinot Grigio delle Venezie DOC,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
229,41156900388939,41156900388939,Cavit Pinot Grigio delle Venezie DOC,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
230,41156900454475,41156900454475,Dead Rabbit Irish Whiskey,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
231,41156900487243,41156900487243,Decoy Cabernet Sauvignon California,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
232,41156900487243,41156900487243,Decoy Cabernet Sauvignon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
233,41156900520011,41156900520011,Decoy Chardonnay California,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
234,41156900552779,41156900552779,Decoy Limited Cabernet Sauvignon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
235,41156900552779,41156900552779,Decoy Limited Cabernet Sauvignon Alexander Valley,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
236,41156900585547,41156900585547,Decoy Limited Pinot Noir Sonoma Coast,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
237,41156900618315,41156900618315,Decoy Pinot Noir California,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
238,41716813463627,41716813463627,DIO Grapefruit Basil Paloma,4pk-200ML Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
239,41156900716619,41156900716619,Domaine Bousquet Virgen Malbec,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
240,41156900716619,41156900716619,Virgen Organic Tupungato Malbec,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
241,41156900749387,41156900749387,Dorda Coconut Liqueur,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
242,41156900782155,41156900782155,Dorda Double Chocolate Liqueur,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
243,41156900814923,41156900814923,Dos Maderas PX 5+5 Triple Aged Rum,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
244,41156900847691,41156900847691,Drumshanbo Gunpowder Irish Gin,50ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
245,41156900880459,41156900880459,Drumshanbo Gunpowder,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
246,41156900880459,41156900880459,Drumshanbo Gunpowder Irish Gin (Dragon Edition),750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
247,41156900880459,41156900880459,Drumshanbo Gunpowder (Year Of The Dragon),750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
248,42913415462987,41156900978763,Drumshanbo Gunpowder Orange Citrus Gin,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
249,41156900945995,41156900945995,Drumshanbo Gunpowder Orange Citrus Gin,50ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
250,41156901011531,41156901011531,Drumshanbo Gunpowder Sardinian Gin,50ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
251,42913415430219,41156901044299,Drumshanbo Gunpowder Sardinian Gin,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
252,41156901077067,41156901077067,Duckhorn Vineyards Merlot Napa Valley,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
253,41156901142603,41156901142603,Educated Guess Cabernet Sauvignon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
254,41156901175371,41156901175371,El Coto Blanco Rioja DOCa,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
255,41156901208139,41156901208139,El Coto Crianza Rioja DOCa,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
256,41156901240907,41156901240907,Four Roses Single Barrel Bourbon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
257,41156901273675,41156901273675,Four Roses Small Batch Bourbon,50ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
258,42913415397451,41318386729035,Four Roses Small Batch Bourbon,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
259,42913415397451,41156901306443,Four Roses Small Batch Bourbon,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
260,41156901339211,41156901339211,Four Roses Small Batch Bourbon Gift Pack,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
261,42913415364683,41156901437515,Four Roses Kentucky Straight Bourbon,1.75L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
262,42913415364683,41156901437515,Four Roses Small Batch Kentucky Straight Bourbon Whisky (with Ice Molds),1.75L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
263,42913415331915,42913415331915,Four Roses Kentucky Straight Bourbon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
264,41156901371979,41156901371979,Four Roses Kentucky Straight Bourbon,1L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
265,42913415331915,41156901404747,Four Roses Kentucky Straight Bourbon,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
266,42913415299147,41194000384075,Four Roses Small Batch Select Bourbon,50ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
267,41156901470283,41156901470283,Four Roses Small Batch Select Bourbon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
268,42913415299147,41318386696267,Four Roses Small Batch Select Bourbon,50ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
269,41156901503051,41156901503051,Francis Ford Coppola Diamond Collection Black Label Claret,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
270,41156901503051,41156901503051,Coppola Diamond Collection Black Label Claret,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
271,41156901535819,41156901535819,Coppola Diamond Collection Chardonnay,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
272,41156901568587,41156901568587,Francis Ford Coppola Diamond Collection Paso Robles Cabernet Sauvignon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
273,41156901568587,41156901568587,Coppola Diamond Paso Robles Cabernet Sauvignon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
274,41156901601355,41156901601355,Coppola Diamond Collection Pinot Noir,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
275,41156901634123,41156901634123,Freakshow Cabernet Savignon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
276,41156901666891,41156901666891,FUYU Small Batch Japanese Mizunara,700ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
277,41156901699659,41156901699659,Gnarly Head Cabernet Sauvignon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
278,41156901732427,41156901732427,Gnarly Head Zinfandel Old Vine Lodi,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
279,42913415266379,41156901797963,Gozio Amaretto,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
280,42913415266379,41318386663499,Gozio Amaretto,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
281,41156901765195,41156901765195,Gozio Amaretto,375ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
282,41156901830731,41156901830731,Honoro Vera Rioja Tempranillo,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
283,41156901863499,41156901863499,Iceberg Canadian Vodka,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
284,41156901896267,41156901896267,Jackson Morgan Peppermint Mocha,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
285,41156901929035,41156901929035,Jackson Morgan Salted Caramel,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
286,41156901961803,41156901961803,Kentucky Peerless Small Batch Rye,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
287,41156901994571,41156901994571,La Vieille Ferme Sparkling Reserve Rose,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
288,41156902027339,41156902027339,La Vieille Ferme Ventoux Rouge,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
289,41156902060107,41156902060107,Lalo Blanco Tequila,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
290,41156902092875,41156902092875,LaLuca Prosecco,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
291,41156902125643,41156902125643,LaLuca Prosecco Rose,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
292,41156902158411,41156902158411,Liberty School Cabernet Sauvignon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
293,41156902223947,41156902223947,Meletti Amaro,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
294,41156902256715,41156902256715,Merrys Irish Cream,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
295,42913415233611,41318386401355,Merrys Irish Cream,1.75L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
296,42913415233611,41156902289483,Merrys Irish Cream,1.75L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
297,41716813365323,41716813365323,Minute Maid Spiked Pina Colada,4pk-200ML Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
298,41716813332555,41716813332555,Minute Maid Spiked Strawberry Daiquiri,4pk-200ML Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
299,41156902420555,41156902420555,Mon Frere Vintner's Chardonnay,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
300,41156902453323,41156902453323,Mount Fishtail Sauvignon Blanc,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
301,41156902453323,41156902453323,Mount Fishtail Wines Sauvignon Blanc Marlborough,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
302,41156902617163,41156902617163,Noble Vines Chardonnay 446 Monterey,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
303,41156902649931,41156902649931,Noble Vines Pinot Noir 667 Monterey,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
304,41156902682699,41156902682699,Nue Vodka Original,1.75L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
305,42913415168075,41318386368587,Nue Vodka Original,1L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
306,41156902715467,41156902715467,Portillo Malbec,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
307,41156902748235,41156902748235,Post Meridiem Cosmopolitan,100ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
308,41156902781003,41156902781003,Post Meridiem Spirit Co. Espresso Martini,100ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
309,41156902813771,41156902813771,Post Meridiem Spirit Co. Southside,100ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
310,41156902846539,41156902846539,Post Meridiem The Double Old Fashioned,100ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
311,41156902879307,41156902879307,Prima Perla Prosecco di Treviso,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
312,41156902912075,41156902912075,Rebel Kentucky Straight Bourbon 100 Proof,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
313,41156903010379,41156903010379,Risata Moscato d'Asti,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
314,41156903043147,41156903043147,Rocca delle Macie Chianti Classico,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
315,41156903075915,41156903075915,Roscato Moscato Trevenezie,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
316,41156903075915,41156903075915,Roscato Moscato,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
317,42913415135307,41268132118603,Roscato Rosso Dolce,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
318,42913415135307,41318386303051,Roscato Rosso Dolce,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
319,41156903108683,41156903108683,Roscato Rosso Dolce,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
320,41156903141451,41156903141451,Saint Brendan's Irish Cream,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
321,42913415102539,41836514672715,Schmitt Sohne Relax Riesling,3L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
322,42913415069771,41156903206987,Schmitt Sohne Relax Riesling,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
323,42913415069771,42913415069771,Schmitt Sohne Relax Riesling,1.5L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
324,42913415069771,41318386270283,Schmitt Sohne Relax Riesling,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
325,41156903174219,41156903174219,Schmitt Sohne Relax Riesling,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
326,41156903239755,41156903239755,Sonoma-Cutrer Russian River Ranches Chardonnay,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
327,41156903305291,41156903305291,Stella Rosa Black,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
328,41156903338059,41156903338059,Stella Rosa Black Cherry,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
329,41156903370827,41156903370827,Stella Rosa Blackberry,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
